Date,Action,Ticker,Price,Reason,Balance
2025-09-17,SELL,NVDA,170.28,🗑️ 弱勢清理 (15天),683.41
2025-09-24,BUY,AMZN,220.21,RSI: 30.5,341.7
2025-09-26,SELL,AMD,159.46,💤 資金輪動 (21天),700.72
2025-09-26,BUY,COST,913.41,RSI: 26.7,350.36
2025-10-01,BUY,META,716.76,RSI: 34.8,0.0
2025-10-03,SELL,AMZN,219.51,🗑️ 弱勢清理 (9天),336.62
2025-10-03,BUY,NFLX,115.33,RSI: 34.5,0.0
2025-10-06,SELL,COST,908.41,🗑️ 弱勢清理 (10天),344.46
2025-10-10,SELL,META,704.73,🗑️ 弱勢清理 (9天),684.97
2025-10-10,BUY,GOOGL,236.42,RSI: 25.7,342.49
2025-10-10,BUY,JPM,299.54,RSI: 31.0,0.0
2025-10-21,SELL,JPM,295.76,🗑️ 弱勢清理 (11天),334.19
2025-10-22,SELL,NFLX,111.64,🗑️ 弱勢清理 (19天),656.09
2025-10-31,SELL,GOOGL,281.01,💤 資金輪動 (21天),1058.79
2025-10-31,BUY,META,647.82,RSI: 29.5,705.86
2025-10-31,BUY,UNH,339.28,RSI: 34.3,352.93
2025-11-10,SELL,UNH,319.43,🗑️ 弱勢清理 (10天),681.33
2025-11-10,SELL,META,631.25,🗑️ 弱勢清理 (10天),1021.29
2025-11-20,BUY,AMD,206.02,RSI: 31.2,680.86
2025-12-08,BUY,NFLX,96.79,RSI: 31.4,340.43
2025-12-11,SELL,AMD,221.43,💤 資金輪動 (21天),702.17
2025-12-16,SELL,NFLX,94.57,🗑️ 弱勢清理 (8天),1030.84
2025-12-17,BUY,AMD,198.11,RSI: 32.6,687.22
2026-01-05,BUY,KO,67.94,RSI: 26.3,343.61
2026-01-06,BUY,NFLX,90.65,RSI: 33.3,0.0
2026-01-07,SELL,AMD,210.02,📉 回調鎖利 (最高+12.8%),360.15
2026-01-07,BUY,PEP,137.01,RSI: 3.9,0.0
2026-01-14,SELL,NFLX,88.55,🗑️ 弱勢清理 (8天),331.7
2026-01-14,BUY,MSFT,459.38,RSI: 24.6,0.0
2026-01-22,SELL,MSFT,451.14,🗑️ 弱勢清理 (8天),321.78
2026-01-22,BUY,NFLX,83.54,RSI: 11.1,0.0
2026-01-26,SELL,KO,72.56,💤 資金輪動 (21天),362.84
2026-01-27,BUY,UNH,282.7,RSI: 25.8,0.0
2026-01-28,SELL,PEP,148.5,💤 資金輪動 (21天),386.18
2026-01-29,BUY,MSFT,433.5,RSI: 32.6,0.0
2026-01-30,SELL,NFLX,83.49,🗑️ 弱勢清理 (8天),317.59
2026-02-03,BUY,NFLX,79.94,RSI: 18.0,0.0
2026-02-04,SELL,UNH,275.92,🗑️ 弱勢清理 (8天),350.19
2026-02-05,SELL,MSFT,393.67,💀 嚴格止損 (-8%),697.07
2026-02-05,BUY,MSFT,393.67,RSI: 29.1,348.54
2026-02-05,BUY,NVDA,171.88,RSI: 33.7,0.0
